,X,Y,LandUse,Latitude,Longitude
390,628771.811,6224696.11,Summercrops,-34.11064266,-55.60381725
391,629181.0804,6224142.707,Summercrops,-34.11558165,-55.59929873
392,630229.4002,6222586.36,Summercrops,-34.12948352,-55.58770157
393,630607.94,6222755.707,Summercrops,-34.12790942,-55.58362299
394,632099.005,6220558.598999999,Summercrops,-34.14753075,-55.56712319
395,632724.745,6209852.18,Summercrops,-34.243978000000006,-55.55869591
396,632963.7538,6219610.637999999,Summercrops,-34.15596758,-55.55760056
397,633169.542,6209730.596,Summercrops,-34.24501728,-55.55384831
398,633379.0981,6209353.788,Summercrops,-34.2483876,-55.55151507
399,633657.6377,6218933.409,Summercrops,-34.16198466,-55.54997099
400,634496.3215,6218523.55,Summercrops,-34.16557203,-55.54081125
401,635215.2965,6208493.542,Summercrops,-34.25590601,-55.53144508
402,635617.9579,6207683.806,Summercrops,-34.26315377,-55.52694582
403,636395.6524,6219035.332,Summercrops,-34.16071128,-55.52029139
404,637317.3409,6206966.21,Summercrops,-34.26940003,-55.50837871
405,638708.9346,6204427.839,Summercrops,-34.29209952,-55.49285848
406,639230.5622,6220535.365,Summercrops,-34.14681308,-55.48978653
407,639355.7534,6220899.169,Summercrops,-34.14351648,-55.48848745
408,641215.9477,6217890.943,Summercrops,-34.17038697,-55.46782742
409,642366.3266,6206075.041,Summercrops,-34.27675444,-55.4534038
410,643567.6755,6213024.345,Summercrops,-34.21393961,-55.44151267
411,643835.6645,6212742.251,Summercrops,-34.21644576,-55.43855757
412,644459.1885,6211880.504,Summercrops,-34.22412824,-55.43164698
413,644550.1478,6206468.216,Summercrops,-34.27290825,-55.42975357
414,645394.4338,6209982.897999999,Summercrops,-34.24110517,-55.42117733
415,645572.7302,6205807.565,Summercrops,-34.27872125,-55.41853743
416,646036.9262,6208619.122,Summercrops,-34.25330972,-55.41397224
417,646203.9297,6204020.491,Summercrops,-34.29474309,-55.41137935
418,646412.889,6208251.135,Summercrops,-34.25657425,-55.40982807
419,649180.6118,6198088.998,Summercrops,-34.34779086,-55.37801802
420,652473.5344,6203139.899,Summercrops,-34.30177922,-55.34312382
421,652547.7544,6203321.4120000005,Summercrops,-34.30013202,-55.34234975
422,656291.3642,6200536.852000001,Summercrops,-34.32467629,-55.30117993
423,618474.2067,6197465.164,Misc,-34.35738321,-55.71170662
